ID,lemma,glosses,glottocode,reference
369,АДÁМИ,PERSON,ghod1238,gdosaidova2006
370,АДА',AUNT,kara1474,kptmagomedovakhalidova2001
371,АДАДА,IN VAIN,andi1255,anisalimov2010
372,АДАМ,PEOPLE,andi1255,anisalimov2010
373,АДАТИ,CUSTOM,andi1255,anisalimov2010
374,АДЖИЗИ,WEAK,andi1255,anisalimov2010
375,ади'йа,BLANKET,akhv1239,akvmagomedovaabdulayeva2007
376,АДИЙÁЛ,BLANKET,ghod1238,gdosaidova2006
377,АДИЙÁЛ,BLANKET,bagv1239,kvamagomedova2004
378,АДЙÁР,BLANKET,tind1238,tinmagomedova2003
379,ажа',CHISEL,akhv1239,akvmagomedovaabdulayeva2007
380,ажа'на,HEAVEN,akhv1239,akvmagomedovaabdulayeva2007
381,АЗÁГЬУ,EVIL,tind1238,tinmagomedova2003
382,АЗÁРДА,THOUSAND,tind1238,tinmagomedova2003
383,АЗÁРДА,THOUSAND,bagv1239,kvamagomedova2004
384,АЗÁРЧIŌ,THOUSAND,tind1238,tinmagomedova2003
385,АЗА'РБОЛ|Е,THOUSAND,kara1474,kptmagomedovakhalidova2001
386,АЗА'РДА,THOUSAND,kara1474,kptmagomedovakhalidova2001
387,АЗА-АЗАРУ́ДА,MANY,ghod1238,gdosaidova2006
388,АЗА-АЗАРУ́ДА,THOUSAND,ghod1238,gdosaidova2006
389,АЗАБ,PUNISHMENT,andi1255,anisalimov2010
390,азаро',THOUSAND,akhv1239,akvmagomedovaabdulayeva2007
391,азаро'да,THOUSAND,akhv1239,akvmagomedovaabdulayeva2007
392,АЗАРУ́ДА,THOUSAND,ghod1238,gdosaidova2006
393,АЗБÁР,YARD,ghod1238,gdosaidova2006
394,АЗБÁР,YARD,bagv1239,kvamagomedova2004
395,АЗБАР,YARD,andi1255,anisalimov2010
396,АЗДÁГЬ/У,EVIL,ghod1238,gdosaidova2006
397,азиба',YARD,akhv1239,akvmagomedovaabdulayeva2007
398,АЗИЗИ,DEAR,andi1255,anisalimov2010
399,АЗИЗИ,WEAK,andi1255,anisalimov2010
400,АЙÁР²,UPPER LEG (THIGH),tind1238,tinmagomedova2003
401,АЙÁР¹,PALM OF HAND,tind1238,tinmagomedova2003
402,АЙА,MATERNAL AUNT (MOTHER'S SISTER),kara1474,kptmagomedovakhalidova2001
403,АЙГЪИР,HORSE,andi1255,anisalimov2010
404,АЙИБ,FAULT,andi1255,anisalimov2010
405,АЙРИПЛАН,AIRPLANE,andi1255,anisalimov2010
406,акIа'тIи,HORN (ANATOMY),akhv1239,akvmagomedovaabdulayeva2007
407,АКВ̄́Е/ЛА,MOW,bagv1239,kvamagomedova2004
408,АКИЙÁН,OCEAN,bagv1239,kvamagomedova2004
409,АКТÁБИРБО̄С̄I,OCTOBER,bagv1239,kvamagomedova2004
410,АКУК/И́ЛЪ’А,HARVEST CROPS,tind1238,tinmagomedova2003
411,АКЪГЛУ,MIND,andi1255,anisalimov2010
412,АКЪГРАБ,SCORPION,andi1255,anisalimov2010
413,акъус̄о'/рулъIа,CHOKE,akhv1239,akvmagomedovaabdulayeva2007
414,акъус̄у'/рулъIа,DROWN,akhv1239,akvmagomedovaabdulayeva2007
415,АКЬАЛ,HALF,andi1255,anisalimov2010
416,акьелъ̄игудаъе'х̄а,SUDDENLY,akhv1239,akvmagomedovaabdulayeva2007
417,акьес̄и'ги,SOMETIMES,akhv1239,akvmagomedovaabdulayeva2007
418,акьу'да,SEVEN,akhv1239,akvmagomedovaabdulayeva2007
419,акьуда/б/е,SEVEN,akhv1239,akvmagomedovaabdulayeva2007
420,АЛ,LEAF,bagv1239,kvamagomedova2004
421,АЛ|И',TOMORROW,kara1474,kptmagomedovakhalidova2001
422,АЛ¯А'ГЬ,GOD,kara1474,kptmagomedovakhalidova2001
423,АЛÁТ,TOOL,ghod1238,gdosaidova2006
424,АЛÁТ,TOOL,bagv1239,kvamagomedova2004
425,АЛÁТИ,TOOL,tind1238,tinmagomedova2003
426,АЛÁХА,PASTURE,tind1238,tinmagomedova2003
427,АЛÁХА,PLAIN,tind1238,tinmagomedova2003
428,АЛÁХЪ,PASTURE,bagv1239,kvamagomedova2004
429,АЛIАX̅У́/Б,FAT (OF MEAT AND FOOD),tind1238,tinmagomedova2003
430,АЛА'Т,TOOL,kara1474,kptmagomedovakhalidova2001
431,ала'ти,TOOL,akhv1239,akvmagomedovaabdulayeva2007
432,АЛАМАТИЛЪИР,MIRACLE,andi1255,anisalimov2010
433,АЛАТ,TOOL,andi1255,anisalimov2010
434,алахIе'да/б/е,STUPID,akhv1239,akvmagomedovaabdulayeva2007
435,алахогьечIу'/рулъIа,CLIMB,akhv1239,akvmagomedovaabdulayeva2007
436,АЛГЬ́И,HITHER (HERE TO),bagv1239,kvamagomedova2004
437,АЛГЬÁН¹,AFFAIR,bagv1239,kvamagomedova2004
438,АЛГЬÁНАР,MESSAGE,bagv1239,kvamagomedova2004
439,АЛДЖАП,HEAVEN,andi1255,anisalimov2010
440,АЛЖÁН(И),HEAVEN,ghod1238,gdosaidova2006
441,АЛКУЦИ,ROOSTER,andi1255,anisalimov2010
442,АЛЛАГЬИ,GOD,andi1255,anisalimov2010
443,АМ́ИР,KING,bagv1239,kvamagomedova2004
444,АМÁН,HELP (ASSISTANCE),bagv1239,kvamagomedova2004
445,АМÁН–МАДАД,HELP,bagv1239,kvamagomedova2004
446,АМИ́,EAT,ghod1238,gdosaidova2006
447,АН́И,HERE,bagv1239,kvamagomedova2004
448,АНГА,BRANCH,andi1255,anisalimov2010
449,АНГАКВАЧӀА,BRANCH,andi1255,anisalimov2010
450,АНД²,ASH,bagv1239,kvamagomedova2004
451,АНЖИ,SCAR,ghod1238,gdosaidova2006
452,АНЖИДИ,AXE,andi1255,anisalimov2010
453,АНЗИ,SNOW,andi1255,anisalimov2010
454,АНЗИ́,SNOW,ghod1238,gdosaidova2006
455,АНИШ,LONGING (WISH),andi1255,anisalimov2010
456,АНКОЛ,RIBBON,andi1255,anisalimov2010
457,АНЛЪИ́,HEAR,ghod1238,gdosaidova2006
458,АНЛЪИДУ,HEAR,andi1255,anisalimov2010
459,АНСИ́,MASTER,ghod1238,gdosaidova2006
460,АНТА,SOFT,andi1255,anisalimov2010
461,АНЧ/Á,STONE,ghod1238,gdosaidova2006
462,АНЧЧИБ,WITNESS,andi1255,anisalimov2010
463,АНЧЧИДУ,LISTEN,andi1255,anisalimov2010
464,АНЧЧУ,SHADE,andi1255,anisalimov2010
465,АНЩИ-АНЩИ́,SOMETIMES,ghod1238,gdosaidova2006
466,апIа'да,NINE,akhv1239,akvmagomedovaabdulayeva2007
467,АПРÉЛ,APRIL,ghod1238,gdosaidova2006
468,АПРÉЛБО̄С̄I,APRIL,bagv1239,kvamagomedova2004
469,АР̄С,NOOSE,bagv1239,kvamagomedova2004
470,АРÁМ,PERSON,bagv1239,kvamagomedova2004
471,АРÁХУН,EYELASH,tind1238,tinmagomedova2003
472,АРАДА,CANNON,andi1255,anisalimov2010
473,АРБÁГI,WEDNESDAY,ghod1238,gdosaidova2006
474,АРБÁГIЗЕБ,WEDNESDAY,bagv1239,kvamagomedova2004
475,АРБÁГIИ,WEDNESDAY,tind1238,tinmagomedova2003
476,АРБАЪИ,WEDNESDAY,andi1255,anisalimov2010
477,АРГЪУ'Т,DOG,kara1474,kptmagomedovakhalidova2001
478,АРГЪУ́Т,DOG,ghod1238,gdosaidova2006
479,АРДАНГИ,FLOCK (OF ANIMALS),andi1255,anisalimov2010
480,АРИ-БЕКЬАРÁХЪА,WHAT,tind1238,tinmagomedova2003
481,АРКОМ,SPOON,andi1255,anisalimov2010
482,арс̄има,WHIRLPOOL,akhv1239,akvmagomedovaabdulayeva2007
483,АРТАНА'/Й,SLED,kara1474,kptmagomedovakhalidova2001
484,АС,MONEY,bagv1239,kvamagomedova2004
485,АС,SILVER,bagv1239,kvamagomedova2004
486,АС́ИР,PRISONER,bagv1239,kvamagomedova2004
487,ас̄и',AIR,akhv1239,akvmagomedovaabdulayeva2007
488,ас̄и',DEBT,akhv1239,akvmagomedovaabdulayeva2007
489,ас̄и',BREATH,akhv1239,akvmagomedovaabdulayeva2007
490,ас̄ирехъу'/рулъIа,BREATHE,akhv1239,akvmagomedovaabdulayeva2007
491,АСÁ,HOARFROST,bagv1239,kvamagomedova2004
492,АСÁР,HOARFROST,ghod1238,gdosaidova2006
493,аси',PRISONER,akhv1239,akvmagomedovaabdulayeva2007
494,АСИ'Р,PRISONER,kara1474,kptmagomedovakhalidova2001
495,АСИ́Р,PRISONER,ghod1238,gdosaidova2006
496,АСИР,CAPTIVE,andi1255,anisalimov2010
497,АСКӀАР,ARMY,andi1255,anisalimov2010
498,АСКÁР,CROWD,ghod1238,gdosaidova2006
499,АССАХЪИ,EWE,andi1255,anisalimov2010
500,атIа'лIи,FLOUR,akhv1239,akvmagomedovaabdulayeva2007
501,атIа'лIи,DOUGH,akhv1239,akvmagomedovaabdulayeva2007
502,атIе',PEN,akhv1239,akvmagomedovaabdulayeva2007
503,атIе'да/б/е,RAW,akhv1239,akvmagomedovaabdulayeva2007
504,атIе'да/бе,NAKED,akhv1239,akvmagomedovaabdulayeva2007
505,АТАБУ́ЗИ,BUS,tind1238,tinmagomedova2003
506,АТВ²,THRESHOLD,bagv1239,kvamagomedova2004
507,АТВ²,STOOL,bagv1239,kvamagomedova2004
508,АХ|МА'КЪО/Б,STUPID,kara1474,kptmagomedovakhalidova2001
509,АХ́ИР,END (OF SPACE),bagv1239,kvamagomedova2004
510,ах̄о̄'/рулъIа,SCRATCH,akhv1239,akvmagomedovaabdulayeva2007
511,АХÁ,HIGH,tind1238,tinmagomedova2003
512,АХÁГЬЕЦ̄И/ЛЪ’А,CLIMB,tind1238,tinmagomedova2003
513,АХIМÁКЪА/Б,STUPID,ghod1238,gdosaidova2006
514,АХАГЬЕЦ̄Ā́/ЙЛЪ’А,LIFT,tind1238,tinmagomedova2003
515,АХАГЬЕЦ̄Ā́/ЙЛЪ’А,LIFT,tind1238,tinmagomedova2003
516,ахада/бе,OPEN (STATE),akhv1239,akvmagomedovaabdulayeva2007
517,АХАМУ́ХЪА,WHO OR WHAT,tind1238,tinmagomedova2003
518,АХБАЗÁН,APRICOT,bagv1239,kvamagomedova2004
519,АХБАЗАН,APRICOT,andi1255,anisalimov2010
520,ахи',END (OF SPACE),akhv1239,akvmagomedovaabdulayeva2007
521,АХИ'Р,END (OF SPACE),kara1474,kptmagomedovakhalidova2001
522,АХИ́Р,END (OF SPACE),tind1238,tinmagomedova2003
523,АХИ́Р,END (OF SPACE),ghod1238,gdosaidova2006
524,АХИ́Р,THEN,ghod1238,gdosaidova2006
525,ахилъе',END (OF TIME),akhv1239,akvmagomedovaabdulayeva2007
526,АХИР,END (OF TIME),andi1255,anisalimov2010
527,АХИР́ИЙА/Б,LAST (FINAL),bagv1239,kvamagomedova2004
528,АХИРИ́ЙА/Б,LAST (FINAL),ghod1238,gdosaidova2006
529,аху'/рулъIа,OPEN,akhv1239,akvmagomedovaabdulayeva2007
530,аху'нулъIа,BOIL,akhv1239,akvmagomedovaabdulayeva2007
531,АХЧА,MONEY,andi1255,anisalimov2010
532,ахъIи,GRAPE,akhv1239,akvmagomedovaabdulayeva2007
533,ахъе'лIи,UPPER LEG (THIGH),akhv1239,akvmagomedovaabdulayeva2007
534,АХЪИЛ|О,UPPER LEG (THIGH),kara1474,kptmagomedovakhalidova2001
535,ахъу'/рулъIа,GRIND,akhv1239,akvmagomedovaabdulayeva2007
536,АХЪУ́,UPPER LEG (THIGH),ghod1238,gdosaidova2006
537,АХЪУ́,HIP,ghod1238,gdosaidova2006
538,ахьи',WITNESS,akhv1239,akvmagomedovaabdulayeva2007
539,АЦИГИ,EWE,andi1255,anisalimov2010
540,АЦЦИ,BROTHER,andi1255,anisalimov2010
541,ачIа'да,TEN,akhv1239,akvmagomedovaabdulayeva2007
542,ачIа'л,TEN,akhv1239,akvmagomedovaabdulayeva2007
543,ачIа'лиштуда,FIFTEEN,akhv1239,akvmagomedovaabdulayeva2007
544,АЧУ́/Б,YELLOW,tind1238,tinmagomedova2003
545,АЧУ́/Б,GREEN,tind1238,tinmagomedova2003
546,АЧУ́/Б,FRESH,tind1238,tinmagomedova2003
547,АЧЧÁХЪИ,BELOW OR UNDER,ghod1238,gdosaidova2006
548,АЧЧÁХЪИБЕШТТАБУ,SILENCE,ghod1238,gdosaidova2006
549,аша',HOARFROST,akhv1239,akvmagomedovaabdulayeva2007
550,АШИ'К|/О,DOLL,kara1474,kptmagomedovakhalidova2001
551,АШУ́/Б,WIDE,tind1238,tinmagomedova2003
552,АЩ²,BELT,bagv1239,kvamagomedova2004
553,АЩАX̅/Ā́ЙЛЪ’А,BE LATE,tind1238,tinmagomedova2003
554,Б/́ӢС̄IАН,BILL,bagv1239,kvamagomedova2004
555,Б/́ӢС̄IИ/НА,CALCULATE,bagv1239,kvamagomedova2004
556,Б/́ИX̄АР,JOY,bagv1239,kvamagomedova2004
557,Б/́ИX̄И/ЛА,SMILE,bagv1239,kvamagomedova2004
558,Б/́ИГЪА/ЙЛА,BE LATE,bagv1239,kvamagomedova2004
559,Б/́ИГЪА/ЙЛА,CEASE,bagv1239,kvamagomedova2004
560,Б/́ИГЪАНАР,VICTORY,bagv1239,kvamagomedova2004
561,Б/́ИГЪИ/ЛА,WAIT (FOR),bagv1239,kvamagomedova2004
562,Б/́ИГЪИГЪИ/ЛА,STAND,bagv1239,kvamagomedova2004
563,Б/́ИЖА/ЙЛА,RAISE (BRING UP),bagv1239,kvamagomedova2004
564,Б/́ИЖИ/ЛА,GROW,bagv1239,kvamagomedova2004
565,Б/́ИКЪИ/ЛА,SHARE,bagv1239,kvamagomedova2004
566,Б/́ИЛГЬИ/НА,BOIL (SOMETHING),bagv1239,kvamagomedova2004
567,Б/́ИЛГЬИ/НА,PAINT (SOMETHING),bagv1239,kvamagomedova2004
568,Б/́ИСИСИ/ЛА,PRESS,bagv1239,kvamagomedova2004
569,Б/́ИСУ/Б/Б/ЕС́У/Б,SOLID,bagv1239,kvamagomedova2004
570,Б/́ИЦIИ/ЛА,MELT,bagv1239,kvamagomedova2004
571,Б/́ИЦIИ/ЛА,THAW (DEW),bagv1239,kvamagomedova2004
572,Б/́ИЧIАР,DEATH,bagv1239,kvamagomedova2004
573,Б/́ИЧIИ/ЛА,DISAPPEAR,bagv1239,kvamagomedova2004
574,Б/́ИЧIИ/ЛА,DIE,bagv1239,kvamagomedova2004
575,Б/́ИЧIИ/НА,LOOK,bagv1239,kvamagomedova2004
576,Б/́ИЧIИЧIИ/НА,WATCH (TV),bagv1239,kvamagomedova2004
577,Б/́ИЩИ/ЛА,HOLD,bagv1239,kvamagomedova2004
578,Б/́ИЩИ/ЛА,<NA>,bagv1239,kvamagomedova2004
579,Б/́ИЩИ/ЛА,CATCH,bagv1239,kvamagomedova2004
580,Б/́ӮК̄ЪУ/ЛА,CUT,bagv1239,kvamagomedova2004
581,Б/́ӮК̄ЪУКЪУ/ЛА,CUT,bagv1239,kvamagomedova2004
582,Б/́ӮК̄ЪУКЪУ/ЛА,CHOP,bagv1239,kvamagomedova2004
583,Б/́ӮС̄IĀ/Б/ДА,ALL,bagv1239,kvamagomedova2004
584,Б/́ӮС̄IУ/ЛА,SIEVE OR STRAIN,bagv1239,kvamagomedova2004
585,Б/́УX̄/УЛА²,REMAIN,bagv1239,kvamagomedova2004
586,Б/́УX̄У/НА,SWIM,bagv1239,kvamagomedova2004
587,Б/́УГЪУ/ЛА¹,HIT,bagv1239,kvamagomedova2004
588,Б/́УКIУ/ЛА,BE,bagv1239,kvamagomedova2004
589,Б/́УКIУ/НА/Б/́УКIУ/ЛА,PLANT (VEGETATION),bagv1239,kvamagomedova2004
590,Б/́УЛЪАР,END (OF TIME),bagv1239,kvamagomedova2004
591,Б/́УЛЪУ/ЛА,<NA>,bagv1239,kvamagomedova2004
592,Б/́УТА/ЙЛА,DRIVE (CATTLE),bagv1239,kvamagomedova2004
593,Б/́УТА/ЙЛА,UNTIE,bagv1239,kvamagomedova2004
594,Б/́УХIА/ЙЛА,RESCUE,bagv1239,kvamagomedova2004
595,Б/́УХIУ/ЛА,AGE,bagv1239,kvamagomedova2004
596,Б/́УЧУ/НА,BATHE,bagv1239,kvamagomedova2004
597,Б/́УЧУ/НА,CLEAN (SOMETHING),bagv1239,kvamagomedova2004
598,Б/̄́ЕЛА,COME,bagv1239,kvamagomedova2004
599,Б/̄́ИЛА,KNOW (SOMEBODY),bagv1239,kvamagomedova2004
600,Б/̄́ОНИ/ЛА,RAISE (BRING UP),bagv1239,kvamagomedova2004
601,Б/Ӣ̀ЛЪ’А,KNOW (SOMEBODY),tind1238,tinmagomedova2003
602,Б/Ā/Б,SHARP,tind1238,tinmagomedova2003
603,Б/Ā́Б/С̅Ā,ALL,tind1238,tinmagomedova2003
604,Б/Ā́ЙЛЪ’А¹,CALL,tind1238,tinmagomedova2003
605,Б/Á̄С̄IĒ/ЛА,WIPE,bagv1239,kvamagomedova2004
606,Б/Á̄С̄IĒ/ЛА,COVER,bagv1239,kvamagomedova2004
607,Б/Á̄С̄IĒ/ЛА,PEEL,bagv1239,kvamagomedova2004
608,Б/Á̄С̄IАДА/Б/Б/Á̄С̄IАРА/Б,TRUE,bagv1239,kvamagomedova2004
609,Б/Á̄С̄IАДА/Б/Б/Á̄С̄IАРА/Б,CLEAN,bagv1239,kvamagomedova2004
610,Б/Á̄С̄IИ/НА,ASK (INQUIRE),bagv1239,kvamagomedova2004
611,Б/ÁX̄АР²,QUARREL,bagv1239,kvamagomedova2004
612,Б/ÁX̄И/ЛА¹,DIVIDE,bagv1239,kvamagomedova2004
613,Б/ÁX̄И/ЛА¹,DESTROY,bagv1239,kvamagomedova2004
614,Б/ÁГЬ/ИᴴЛЪ’А¹,WAIT (FOR),tind1238,tinmagomedova2003
615,Б/ÁГЬ/ИᴴЛЪ’А¹,WATCH (TV),tind1238,tinmagomedova2003
616,Б/ÁГЬИ/ЛА,RISE (MOVE UPWARDS),bagv1239,kvamagomedova2004
617,Б/ÁГЬИ/ЛА,ARRIVE,bagv1239,kvamagomedova2004
618,Б/ÁГЬИГЬ/ИᴴЛЪ’А,TASTE (SOMETHING),tind1238,tinmagomedova2003
619,Б/ÁГЬИГЬ/ИᴴЛЪ’А,LOOK,tind1238,tinmagomedova2003
620,Б/ÁЕИ/ЛА,SCREAM (PRODUCE A CRY),bagv1239,kvamagomedova2004
621,Б/ÁИЧIАЛИ,BEGIN OR START,ghod1238,gdosaidova2006
622,Б/ÁК̅/ӢЙЛЪА,RISE (MOVE UPWARDS),tind1238,tinmagomedova2003
623,Б/ÁКЪ/ВИᴴЛЪ’А,SHUT,tind1238,tinmagomedova2003
624,Б/ÁКЪАЛИ,FOLD,ghod1238,gdosaidova2006
625,Б/ÁКЪАЩА/ЙЛА,SHUT,bagv1239,kvamagomedova2004
626,Б/ÁКЪАЩА/ЙЛА,HIDE (CONCEAL),bagv1239,kvamagomedova2004
627,Б/ÁКЪАЩАЛИ,HIDE (CONCEAL),ghod1238,gdosaidova2006
628,Б/ÁКЬĀР,BETWEEN,bagv1239,kvamagomedova2004
629,Б/ÁКЬУ,BETWEEN,ghod1238,gdosaidova2006
630,Б/ÁЛ/ӢЛЪ’А,CALL,tind1238,tinmagomedova2003
631,Б/ÁЛ̄АЛИ/ЛА,CALL,bagv1239,kvamagomedova2004
632,Б/ÁЛ̄АЛИ/ЛА,CRY,bagv1239,kvamagomedova2004
633,Б/ÁЛА/ЙЛА,PUT ON,bagv1239,kvamagomedova2004
634,Б/ÁЛАЛ/ИЛЪ’А¹,SHOUT,tind1238,tinmagomedova2003
635,Б/ÁЛАЛАР,CLOTHES,bagv1239,kvamagomedova2004
636,Б/ÁЛАЛИ,STRETCH,ghod1238,gdosaidova2006
637,Б/ÁЛАЛИ,PUT ON,ghod1238,gdosaidova2006
638,Б/ÁЛГЬА/Б,CROOKED,bagv1239,kvamagomedova2004
639,Б/ÁЛГЬАГЬА/ЙЛА,BEND,bagv1239,kvamagomedova2004
640,Б/ÁЛГЬАГЬА/ЙЛА,FOLD,bagv1239,kvamagomedova2004
641,Б/ÁЛИЛ/ИЛЪ’А,CALL,tind1238,tinmagomedova2003
642,Б/ÁЛИЛ/ИЛЪ’А,CRY,tind1238,tinmagomedova2003
643,Б/ÁЛИЛ/ИЛЪ’А,SCREAM (PRODUCE A CRY),tind1238,tinmagomedova2003
644,Б/ÁЛИЛАР,CLOTHES,tind1238,tinmagomedova2003
645,Б/ÁЛО,TOWARDS,tind1238,tinmagomedova2003
646,Б/ÁЛЪАЛЪИЛЪ’А,FOLD,tind1238,tinmagomedova2003
647,Б/ÀС/АСИᴴЛЪ’А²,MEASURE,tind1238,tinmagomedova2003
648,Б/ÀС/ИᴴЛЪ’А²,MEASURE,tind1238,tinmagomedova2003
649,Б/ÁСИ/НА²,MEASURE,bagv1239,kvamagomedova2004
650,Б/ÁХ/ӢЛЪ’А,ARRIVE,tind1238,tinmagomedova2003
651,Б/ÁХ/ӢЛЪ’А,GO UP (ASCEND),tind1238,tinmagomedova2003
652,Б/ÁХ/ВАХВИᴴЛЪ’А,OPEN,tind1238,tinmagomedova2003
653,Б/ÀХ/ИЛЪ’А¹,RISE (MOVE UPWARDS),tind1238,tinmagomedova2003
654,Б/ÀХ/ИЛЪ’А¹,FALL,tind1238,tinmagomedova2003
655,Б/ÁХИД/АЙЛА,PICK UP,bagv1239,kvamagomedova2004
656,Б/ÁХИДИ,ARRIVE,ghod1238,gdosaidova2006
657,Б/ÁХИДИ,CLIMB,ghod1238,gdosaidova2006
658,Б/ÁХИДИ/ЛА,ARRIVE,bagv1239,kvamagomedova2004
659,Б/ÁХИДИ/ЛА,GO UP (ASCEND),bagv1239,kvamagomedova2004
660,Б/ÁХЪ/ВИᴴЛЪ’А/Б/ÁХЪ/ИᴴЛЪ’А,DIG,tind1238,tinmagomedova2003
661,Б/ÁХЪАНИ,BREAK (DESTROY OR GET DESTROYED),ghod1238,gdosaidova2006
662,Б/ÁХЪАЩ/ĀЙЛЪ’А,HIDE (CONCEAL),tind1238,tinmagomedova2003
663,Б/ÁХЪАЩИЩ/ИЛЪ’А,STEAL,tind1238,tinmagomedova2003
664,Б/ÁХЪИ/ЛА,PEEL,bagv1239,kvamagomedova2004
665,Б/ÁХЬИДА/ЙЛА,STUTTER,bagv1239,kvamagomedova2004
666,Б/ÁЦ̄АГЬ/ИЛЪ’А,BRUSH (TEETH),tind1238,tinmagomedova2003
667,Б/ÁЦ̄АЙА/Б,TRUE,tind1238,tinmagomedova2003
668,Б/ÁЦ̄АЙА/Б,CLEAN,tind1238,tinmagomedova2003
669,Б/ÀЦ̄ИЦ̄/ИᴴЛЪ’А,ASK (INQUIRE),tind1238,tinmagomedova2003
670,Б/ÁЦIАЦIИ/ЛА²,GET,bagv1239,kvamagomedova2004
671,Б/ÁЦIИЛ,TOWARDS,bagv1239,kvamagomedova2004
672,Б/ÁЧI/ВИЛЪ’А,PEEL,tind1238,tinmagomedova2003
673,Б/ÁЧИДИ/ЛА,CARRY,bagv1239,kvamagomedova2004
674,Б/ÁЧЧИДИ,CARRY,ghod1238,gdosaidova2006
675,Б/ÁЩ/ВИЛЪ’А,PICK,tind1238,tinmagomedova2003
676,Б/ḖЛЪ’А,COME,tind1238,tinmagomedova2003
677,Б/ÉВУКЪАЛIИ,FOR A LONG TIME,ghod1238,gdosaidova2006
678,Б/ÉГУЛЪИБУ,DRUNK,ghod1238,gdosaidova2006
679,Б/ÉГУЛЪУ/Б,DRUNK,tind1238,tinmagomedova2003
680,Б/ÉГЪА/ЙЛА,KNEAD,bagv1239,kvamagomedova2004
681,Б/ÉГЪАЛИ,STIR,ghod1238,gdosaidova2006
682,Б/ÉГЪИГЬ/ИЛЪ’А,KNEAD,tind1238,tinmagomedova2003
683,Б/ÉГЪИГЬ/ИЛЪ’А,STIR,tind1238,tinmagomedova2003
684,Б/ÉЖ/ИЛЪА,ROAST OR FRY,tind1238,tinmagomedova2003
685,Б/ÉЖАЖИ/ЛА,ROAST OR FRY,bagv1239,kvamagomedova2004
686,Б/ÉЖИЖ/ИЛЪ’А,ROAST OR FRY,tind1238,tinmagomedova2003
687,Б/ÈКЪАНА,HALF,tind1238,tinmagomedova2003
688,Б/ÉКЬ/ИЛЪ’А,PLOUGH,tind1238,tinmagomedova2003
689,Б/ÉКЬИКЬ/ИЛЪ’А,PLOUGH,tind1238,tinmagomedova2003
690,Б/ÈЛI/ИЛЪ’А¹,GO,tind1238,tinmagomedova2003
691,Б/ÈЛI/ИЛЪ’А¹,GO,tind1238,tinmagomedova2003
692,Б/ÈЛIАР¹,NEED (NOUN),tind1238,tinmagomedova2003
693,Б/ÈЛЪ/ИЛЪ’А,<NA>,tind1238,tinmagomedova2003
694,Б/ÈЛЪ/ИЛЪ’А,MARRY,tind1238,tinmagomedova2003
695,Б/ÈЛЪ/ИЛЪ’А,SING,tind1238,tinmagomedova2003
696,Б/ÉЛЪАР²,NEED (NOUN),bagv1239,kvamagomedova2004
697,Б/ÉЛЪАР¹,WALK (MANNER),bagv1239,kvamagomedova2004
698,Б/ÉЛЪИ/ЛА²,GO,bagv1239,kvamagomedova2004
699,Б/ÉЛЪИ/ЛА²,GO,bagv1239,kvamagomedova2004
700,Б/ÉЛЪИ/ЛА²,WALK,bagv1239,kvamagomedova2004
701,Б/ÉЛЪИ/ЛА¹,WALK,bagv1239,kvamagomedova2004
702,Б/ÈЛЪИК̅’/ИЛЪ’А,LAUGH,tind1238,tinmagomedova2003
703,Б/ÈРУГЬ/ИᴴЛЪ’А,CHANGE,tind1238,tinmagomedova2003
704,Б/ÉТIВАР,PRECIPICE,bagv1239,kvamagomedova2004
705,Б/ÉТIВАР¹,PRECIPICE,tind1238,tinmagomedova2003
706,Б/ÉХИЛЪ’А,TAKE,tind1238,tinmagomedova2003
707,Б/ÉХИЛЪ’А,BUY,tind1238,tinmagomedova2003
708,Б/ÈХЪ/ИЛЪ’А,DRAG,tind1238,tinmagomedova2003
709,Б/ÉХЪАХЪ/ИЛЪ’А/,PULL,tind1238,tinmagomedova2003
710,Б/ÉХЪИХЪ/ИЛЪ’А,STRETCH,tind1238,tinmagomedova2003
711,Б/ÉХЬВА/ЙЛА,CHANGE,bagv1239,kvamagomedova2004
712,Б/ÉХЬВАЛАР,TRADE OR BARTER,bagv1239,kvamagomedova2004
713,Б/ÉЦ̄ИЦ̄ИᴴЛЪ’А,COMMEND,tind1238,tinmagomedova2003
714,Б/ÉЦ̄ИЦ̄ИᴴЛЪ’А,BOAST,tind1238,tinmagomedova2003
715,Б/ÉЦI/ӢЛЪ’А,PAY,tind1238,tinmagomedova2003
716,Б/ÉЦЦИДИ,COMMEND,ghod1238,gdosaidova2006
717,Б/ÉЧIВА/Б,BRIGHT,tind1238,tinmagomedova2003
718,Б/ÉШТТАБЕТИ,LET GO OR SET FREE,ghod1238,gdosaidova2006
719,Б/ÉШТТАЛИ,UNTIE,ghod1238,gdosaidova2006
720,Б/ÉШХЪИ/ЛА,FREEZE,bagv1239,kvamagomedova2004
721,Б/ÉЩА/Б,SOLID,ghod1238,gdosaidova2006
722,Б/ÉЩА/Б,MIGHTY OR POWERFUL OR STRONG,ghod1238,gdosaidova2006
723,Б/ÉЩА/ЙЛА,FRY,bagv1239,kvamagomedova2004
724,Б/ÉЩВА/ЙЛА,TWIST (AROUND),bagv1239,kvamagomedova2004
725,Б/ÓЖ/ИЛА,BELIEVE,bagv1239,kvamagomedova2004
726,б/а'гIада/б/е,SHARP,akhv1239,akvmagomedovaabdulayeva2007
