ID,status,meaning_ru,idxs,glosses,lemma,glottocode,reference
77,,5 ум; разум,1562,MIND,АКЪГЛУ,andi1255,anisalimov2010
157,,абрикос,3730,APRICOT,АХБАЗАН,andi1255,anisalimov2010
6330,,абрикос,3730,APRICOT,К̅У́К̅УЛ,tind1238,tinmagomedova2003
4758,,абрикос,3730,APRICOT,НИШÁ,ghod1238,gdosaidova2006
333,,абрикос,3730,APRICOT,АХБАЗÁН,bagv1239,kvamagomedova2004
4914,,абрикос,3730,APRICOT,ку'ракIе,akhv1239,akvmagomedovaabdulayeva2007
1851,,август,2851,AUGUST,ДЖУМАДУЛ-АС-САНИ,andi1255,anisalimov2010
24,,август,2851,AUGUST,ÁВГУСТ,ghod1238,gdosaidova2006
69,,август,2851,AUGUST,ÁВГУСТБО̄С̄I,bagv1239,kvamagomedova2004
268,,автобус,1070,BUS,АТАБУ́ЗИ,tind1238,tinmagomedova2003
7,,автобус,1070,BUS,АБТÁБУС/У,ghod1238,gdosaidova2006
42,,автобус,1070,BUS,АВТ̄́ОБУЗ,bagv1239,kvamagomedova2004
19,,автомобиль,1111,CAR,АБТАМАБИЛ,andi1255,anisalimov2010
1786,,ад,878,HELL,ДЖАГЬАНДАМАН,andi1255,anisalimov2010
5500,,ад,878,HELL,ЖУЖÁХIИ,tind1238,tinmagomedova2003
2711,,ад,878,HELL,ЖУЖÁХIИ,ghod1238,gdosaidova2006
5115,,ад,878,HELL,ЖУЖÁХI,bagv1239,kvamagomedova2004
2394,,ад,878,HELL,ЖУЖА'Х|,kara1474,kptmagomedovakhalidova2001
3895,,ад,878,HELL,жужа'хIи,akhv1239,akvmagomedovaabdulayeva2007
7352,,аист,3724,STORK,ЛАᴴКЪИ-ЛÁᴴКЪИ,tind1238,tinmagomedova2003
7051,,аист,3724,STORK,ЛАᴴКЪ–ЛÁНКЪ,bagv1239,kvamagomedova2004
150,,апрель,2847,APRIL,АПРÉЛ,ghod1238,gdosaidova2006
258,,апрель,2847,APRIL,АПРÉЛБО̄С̄I,bagv1239,kvamagomedova2004
2229,,арба; телега; подвода,122,CART,ИНКВА,andi1255,anisalimov2010
4915,,арбуз,2766,WATERMELON,ХАРБУЗИ,andi1255,anisalimov2010
10612,,арбуз,2766,WATERMELON,ХЪАРМУ́ЗИ,tind1238,tinmagomedova2003
6296,,арбуз,2766,WATERMELON,ХЪАРПУ́З/У,ghod1238,gdosaidova2006
10478,,арбуз,2766,WATERMELON,ХЪАРБ́УЗ,bagv1239,kvamagomedova2004
5492,,арбуз,2766,WATERMELON,ХЪАРМУ'З,kara1474,kptmagomedovakhalidova2001
10660,,арбуз,2766,WATERMELON,хъапу'зи,akhv1239,akvmagomedovaabdulayeva2007
7143,,арка,876,ARCH,КIÁМУР,tind1238,tinmagomedova2003
4006,,арка,876,ARCH,КIЯМУ́Р,ghod1238,gdosaidova2006
6791,,арка,876,ARCH,КIÁМУР,bagv1239,kvamagomedova2004
6169,,арка,876,ARCH,кIа'му,akhv1239,akvmagomedovaabdulayeva2007
3424,,арка; свод,876,ARCH,К|АМУ'Р,kara1474,kptmagomedovakhalidova2001
2977,,арка; своз,876,ARCH,КӀКӀАМУР,andi1255,anisalimov2010
238,,армия,1561,ARMY,ÁРМИ,tind1238,tinmagomedova2003
157,,армия,1561,ARMY,ÁРМИ,ghod1238,gdosaidova2006
277,,армия,1561,ARMY,ÁРМИ,bagv1239,kvamagomedova2004
71,,армия,1561,ARMY,А'РМИ,kara1474,kptmagomedovakhalidova2001
193,,армия,1561,ARMY,а'рми,akhv1239,akvmagomedovaabdulayeva2007
13314,,аромат,376,FRAGRANT,шва'ни,akhv1239,akvmagomedovaabdulayeva2007
1585,,атака,722,ATTACK,ГЬУДЖУМ,andi1255,anisalimov2010
2123,,атака,722,ATTACK,ГЬИЛÁКIЯНЦIИ,ghod1238,gdosaidova2006
4341,,атака,722,ATTACK,ГЬУЖ́УМ,bagv1239,kvamagomedova2004
3194,,атака,722,ATTACK,гьужу'ми,akhv1239,akvmagomedovaabdulayeva2007
73,,аэроплан; самолет,1597,AIRPLANE,АЙРИПЛАН,andi1255,anisalimov2010
2528,,баба-яга; ведьма,824,WITCH,И'ЛЙА-ХЪВАТАЛАЙ,kara1474,kptmagomedovakhalidova2001
3875,,бабочка,1791,BUTTERFLY,ПИРИНПА,andi1255,anisalimov2010
7227,,бабочка,1791,BUTTERFLY,КIУ́РКIУЛА,tind1238,tinmagomedova2003
5472,,бабочка,1791,BUTTERFLY,СИ́СИКIЯН,ghod1238,gdosaidova2006
2338,,бабочка,1791,BUTTERFLY,ДИ'ДИН,kara1474,kptmagomedovakhalidova2001
6442,,бабочка,1791,BUTTERFLY,кĪу'жара,akhv1239,akvmagomedovaabdulayeva2007
6121,,бабушка,1496,GRANDMOTHER,ЙАЙА,andi1255,anisalimov2010
3261,,бабушка,1496,GRANDMOTHER,ЙЕЧIУ́ХАИЛ/А,ghod1238,gdosaidova2006
1890,,бабушка,1496,GRANDMOTHER,ГЬЕРК|А'ЙЛЙ/А,kara1474,kptmagomedovakhalidova2001
4063,,бабушка,1496,GRANDMOTHER,и'ла,akhv1239,akvmagomedovaabdulayeva2007
621,,базар,633,MARKET,БАЗÁР,tind1238,tinmagomedova2003
264,,базар,633,MARKET,БАЗÁР,ghod1238,gdosaidova2006
193,,базар,633,MARKET,БАЗА'Р,kara1474,kptmagomedovakhalidova2001
539,,базар,633,MARKET,база',akhv1239,akvmagomedovaabdulayeva2007
211,?,базар; торговля,633,MARKET,БАЗАР,andi1255,anisalimov2010
306,,баклажан,1146,AUBERGINE,БАКЛАЖÁН,ghod1238,gdosaidova2006
551,,баклажан,1146,AUBERGINE,БАДИРЖÁН,bagv1239,kvamagomedova2004
534,,баклажан,1146,AUBERGINE,ба'дража,akhv1239,akvmagomedovaabdulayeva2007
3929,,балка,1132,BEAM,ГЪÈЖИ,tind1238,tinmagomedova2003
4610,,балка,1132,BEAM,ГЬИКЬÁР,tind1238,tinmagomedova2003
98,,балка,1132,BEAM,ÁГЬИМ,bagv1239,kvamagomedova2004
3498,,балка,1132,BEAM,ГЪЕЖ,bagv1239,kvamagomedova2004
383,,балка,1132,BEAM,аᴴкIва',akhv1239,akvmagomedovaabdulayeva2007
2565,,барабан,908,DRUM,КЪАЛИ,andi1255,anisalimov2010
5299,,барабан,908,DRUM,ДВĀᴴ,tind1238,tinmagomedova2003
2563,,барабан,908,DRUM,ДАН/И́,ghod1238,gdosaidova2006
4805,,барабан,908,DRUM,ДВАЙ,bagv1239,kvamagomedova2004
2295,,барабан,908,DRUM,ДАНЕ',kara1474,kptmagomedovakhalidova2001
2187,,барабан,908,DRUM,гва'ма,akhv1239,akvmagomedovaabdulayeva2007
854,,баран,1344,RAM,ГИРГИЛ,andi1255,anisalimov2010
6174,,баран,1344,RAM,КВӢᴴ,tind1238,tinmagomedova2003
3395,,баран,1344,RAM,КУᴴЙИ́,ghod1238,gdosaidova2006
6008,,баран,1344,RAM,КӮНЙ,bagv1239,kvamagomedova2004
137,,баран,1344,RAM,АᴴЛ¯Ъ¯Е,kara1474,kptmagomedovakhalidova2001
503,,баран,1344,RAM,БЕ'ГЬА,kara1474,kptmagomedovakhalidova2001
387,,баран,1344,RAM,аᴴлъи,akhv1239,akvmagomedovaabdulayeva2007
6397,,баран,1344,RAM,кĪваᴴди'ха,akhv1239,akvmagomedovaabdulayeva2007
9242,,баран (кастрированный в молодом возрасте),0,<NA>,̄С̄IÉХЪВА–КУᴴЙ,bagv1239,kvamagomedova2004
1570,,барсук,3717,BADGER,ГЬОЧӀОКЪГОМУССИ,andi1255,anisalimov2010
7718,,барсук,3717,BADGER,МАМÁЧА,tind1238,tinmagomedova2003
4393,,барсук,3717,BADGER,МАМАЧ/У́,ghod1238,gdosaidova2006
7228,,барсук,3717,BADGER,МАГIМÁЧ,bagv1239,kvamagomedova2004
247,,барсук,3717,BADGER,БАКЬУ'Ч,kara1474,kptmagomedovakhalidova2001
6998,,барсук,3717,BADGER,ма'мац̄е,akhv1239,akvmagomedovaabdulayeva2007
876,,батарея,662,BATTERY,БАТАРÉЙА,bagv1239,kvamagomedova2004
12353,,башня,1671,TOWER,ЩÉБА,tind1238,tinmagomedova2003
1307,,бегать,1519,RUN,ГЬЕЛЛУ,andi1255,anisalimov2010
9764,,бегать,1519,RUN,ТIÁТI/ИЛЪ’А,tind1238,tinmagomedova2003
5867,,бегать,1519,RUN,ТIАРИ́,ghod1238,gdosaidova2006
9810,,бегать,1519,RUN,ТIАТIÁДИ/ЛА,bagv1239,kvamagomedova2004
5375,,бегать,1519,RUN,Х¯ВАᴴХ¯ВА¯'/ЛЪА,kara1474,kptmagomedovakhalidova2001
1186,,бегать,1519,RUN,б/етету'/рулъIа,akhv1239,akvmagomedovaabdulayeva2007
231,,беда,56,BAD LUCK,БАЛАГЬИ,andi1255,anisalimov2010
742,,беда,56,BAD LUCK,БАЛÁГЬ/И,tind1238,tinmagomedova2003
367,,беда,56,BAD LUCK,БАЛÁГЬ/И,ghod1238,gdosaidova2006
666,,беда,56,BAD LUCK,БАЛÁГЬ,bagv1239,kvamagomedova2004
5178,,беда,56,BAD LUCK,къва'ралъе,akhv1239,akvmagomedovaabdulayeva2007
278,,беда; горе; несчастье,56,BAD LUCK,БАЛА'ГЬ,kara1474,kptmagomedovakhalidova2001
6119,,бедный,1674,POOR,ЙАЗИХЪИ,andi1255,anisalimov2010
2390,,бедный,1674,POOR,БИС̅КИ́НА/Б,tind1238,tinmagomedova2003
974,,бедный,1674,POOR,БИСКИ́НА/Б,ghod1238,gdosaidova2006
2044,,бедный,1674,POOR,БИСЌИНА/Б,bagv1239,kvamagomedova2004
923,,бедный,1674,POOR,БИСКИНО'/Б,kara1474,kptmagomedovakhalidova2001
4461,,бедный,1674,POOR,йази'хъеда/б/е,akhv1239,akvmagomedovaabdulayeva2007
5590,,бедро,471,UPPER LEG (THIGH),ЧИБТОЛ,andi1255,anisalimov2010
101,,бедро,471,UPPER LEG (THIGH),АЙÁР²,tind1238,tinmagomedova2003
1335,,бедро,471,UPPER LEG (THIGH),БÉГВАН,tind1238,tinmagomedova2003
204,,бедро,471,UPPER LEG (THIGH),АХЪУ́,ghod1238,gdosaidova2006
98,,бедро,471,UPPER LEG (THIGH),АХЪИЛ|О,kara1474,kptmagomedovakhalidova2001
276,,бедро,471,UPPER LEG (THIGH),ахъе'лIи,akhv1239,akvmagomedovaabdulayeva2007
9836,,бежать,1519,RUN,ТIḔЛЪ’А,tind1238,tinmagomedova2003
9713,,бежать,1519,RUN,ТIÁЙ/ЛА,bagv1239,kvamagomedova2004
5377,,бежать,1519,RUN,Х¯ВА¯'ᴴ/ЛЪА,kara1474,kptmagomedovakhalidova2001
1191,,бежать,1519,RUN,б/е'ту/рулъIа,akhv1239,akvmagomedovaabdulayeva2007
2335,,безумный,1899,MAD,ГIАДÁЛА/Б,ghod1238,gdosaidova2006
3287,,безумный,1899,MAD,гIада'да/б/е,akhv1239,akvmagomedovaabdulayeva2007
819,,белка,1628,SQUIRREL,ГВАНГВА,andi1255,anisalimov2010
3602,,белка,1628,SQUIRREL,ГВÁᴴГВА,tind1238,tinmagomedova2003
1472,,белка,1628,SQUIRREL,ГВАНГВ/Á,ghod1238,gdosaidova2006
6889,,белка,1628,SQUIRREL,КIВАᴴКIВ/КIВÁНКIВА,bagv1239,kvamagomedova2004
2192,,белка,1628,SQUIRREL,гваᴴ'гва,akhv1239,akvmagomedovaabdulayeva2007
1259,,белый,1335,WHITE,ГЬАЦӀА,andi1255,anisalimov2010
4223,,белый,1335,WHITE,ГЬАЦIÁ/Б,tind1238,tinmagomedova2003
1971,,белый,1335,WHITE,ГЬАЦIÁ,ghod1238,gdosaidova2006
3856,,белый,1335,WHITE,ГЬАЦIÁ/Б,bagv1239,kvamagomedova2004
1754,,белый,1335,WHITE,ГЬАЦ|А'/Б,kara1474,kptmagomedovakhalidova2001
912,,белый,1335,WHITE,б/аши'да/б/е,akhv1239,akvmagomedovaabdulayeva2007
739,,берег,3310,SHORE OR BANK,БÁЛ/А,tind1238,tinmagomedova2003
664,,берег,3310,SHORE OR BANK,БÁЛА,bagv1239,kvamagomedova2004
4458,,берег,3310,SHORE OR BANK,РЕГ|А'ЙКЬ|АС¯,kara1474,kptmagomedovakhalidova2001
579,,берег,3310,SHORE OR BANK,бакьIа',akhv1239,akvmagomedovaabdulayeva2007
401,,береза,1855,BIRCH,БЕХУ,andi1255,anisalimov2010
725,,береза,1855,BIRCH,БЕХУ́Й,ghod1238,gdosaidova2006
650,,береза,1855,BIRCH,БЕРХО'Л|,kara1474,kptmagomedovakhalidova2001
1200,,беременная,1123,PREGNANT,ГЬАННО,andi1255,anisalimov2010
6689,,беременная,1123,PREGNANT,КЪЕНУ́/Б,tind1238,tinmagomedova2003
3237,,беременная,1123,PREGNANT,Й/АХИ́ᴴ,ghod1238,gdosaidova2006
6360,,беременная,1123,PREGNANT,КЪИН́У/Б,bagv1239,kvamagomedova2004
3121,,беременная,1123,PREGNANT,КЪЕ'НО/Б,kara1474,kptmagomedovakhalidova2001
7640,,беременная,1123,PREGNANT,му'кьида/б/е,akhv1239,akvmagomedovaabdulayeva2007
5345,?,беречь; беречься; сберечь; сберечься; оберегать; сохранить; сохраниться; защищать; защищаться,1997,PRESERVE,ЦӀЕННУ,andi1255,anisalimov2010
5961,?,беречь; хранить,1997,PRESERVE,Ц|И'ЙАᴴЛЪА,kara1474,kptmagomedovakhalidova2001
2571,,беседа,2933,CONVERSATION,КЪАМАЛ,andi1255,anisalimov2010
9991,,беседа,2933,CONVERSATION,У́НАР-ЭНАР,tind1238,tinmagomedova2003
6136,,беседа,2933,CONVERSATION,ХХАБÁ-ЧIАБАР,ghod1238,gdosaidova2006
10234,,беседа,2933,CONVERSATION,X̄АБÁР–ЧIАБАР,bagv1239,kvamagomedova2004
5323,,беседа,2933,CONVERSATION,Х¯АБА-Ч|АБА'Р,kara1474,kptmagomedovakhalidova2001
10306,,беседа,2933,CONVERSATION,х̄аба',akhv1239,akvmagomedovaabdulayeva2007
4813,,беседовать,2903,CHAT (WITH SOMEBODY),ГЬṒБ-ЧЕЧУБ,tind1238,tinmagomedova2003
5311,?,беситься от жира; играть,1413,PLAY,ЦЦУЛДДУ,andi1255,anisalimov2010
8175,,битва,579,BATTLE,ра'гъи,akhv1239,akvmagomedovaabdulayeva2007
2803,,бить,1665,BEAT,КЪГОЦӀУННУ,andi1255,anisalimov2010
7085,,бить,1665,BEAT,ЧIИННИ́,ghod1238,gdosaidova2006
6605,,бить,1665,BEAT,КЬВÁЙ/ЛА,bagv1239,kvamagomedova2004
3678,,бить,1665,BEAT,дому'/нулъIа,akhv1239,akvmagomedovaabdulayeva2007
13103,,бить,1665,BEAT,чIору'/рулъIа,akhv1239,akvmagomedovaabdulayeva2007
1678,,бить (по-детски),1665,BEAT,ДАИДУ,andi1255,anisalimov2010
2673,,бить (посуду),2558,BREAK (CLEAVE),Б/ИЧIĀ́ЙЛЪ’А,tind1238,tinmagomedova2003
2009,,бить; избивать,1665,BEAT,ЗВАТӀУННУ,andi1255,anisalimov2010
6355,,бить; избивать,1665,BEAT,Ч|И'ᴴЙ/АᴴЛЪА,kara1474,kptmagomedovakhalidova2001
2006,,бить; избить многократно,1665,BEAT,ЗВАТӀЕШДУ,andi1255,anisalimov2010
6067,,благородный,482,NOBLE,ЩУНГЪАР,andi1255,anisalimov2010
7845,,благородный,482,NOBLE,Н́УРИДА/Б,bagv1239,kvamagomedova2004
3374,,близкий,1942,NEAR,ЛӀЕРУССИ,andi1255,anisalimov2010
3146,,близкий,1942,NEAR,ИСИ́БАЛАССУ,ghod1238,gdosaidova2006
3708,,близкий,1942,NEAR,ЛЪА'ᴴДАС¯,kara1474,kptmagomedovakhalidova2001
380,,близкий,1942,NEAR,аᴴ'кьIос̄е,akhv1239,akvmagomedovaabdulayeva2007
3327,,близкий; близко,1942,NEAR,ЛЪОННОР,andi1255,anisalimov2010
1478,,близко,1942,NEAR,БЕКЬАРИ́,tind1238,tinmagomedova2003
3707,,близко,1942,NEAR,ЛЪА'ᴴДА,kara1474,kptmagomedovakhalidova2001
11125,,близко,1942,NEAR,хъIина̄'лъ̄и,akhv1239,akvmagomedovaabdulayeva2007
13915,,близко,1942,NEAR,эше̄'хъе,akhv1239,akvmagomedovaabdulayeva2007
5754,,близнецы,1005,TWINS,ЧӀЕЛЛӀИДЖИЙБУЛ,andi1255,anisalimov2010
6755,,близнецы,1005,TWINS,КЪИᴴТIÁЧИ,tind1238,tinmagomedova2003
3696,,близнецы,1005,TWINS,КЪЕТI/É,ghod1238,gdosaidova2006
4010,,близнецы,1005,TWINS,игизали,akhv1239,akvmagomedovaabdulayeva2007
3485,,близнецы; двойня,1005,TWINS,К|Е'ГОБАЙ,kara1474,kptmagomedovakhalidova2001
5841,,блоха,232,FLEA,ЧӀОНПИ,andi1255,anisalimov2010
12004,,блоха,232,FLEA,ЧIÁᴴДИ¹,tind1238,tinmagomedova2003
7045,,блоха,232,FLEA,ЧIÁНТI/И,ghod1238,gdosaidova2006
11690,,блоха,232,FLEA,ЧIАНТI,bagv1239,kvamagomedova2004
6295,,блоха,232,FLEA,Ч|АᴴТ|Е',kara1474,kptmagomedovakhalidova2001
12860,,блоха,232,FLEA,чIатIи,akhv1239,akvmagomedovaabdulayeva2007
934,,блюдо,481,DISH,ГЪАДДАРА,andi1255,anisalimov2010
11839,,блюдо,481,DISH,ЧÍИГЪ,bagv1239,kvamagomedova2004
6554,,блюдо,481,DISH,ЩУРУ'М,kara1474,kptmagomedovakhalidova2001
661,,блюдце,271,SAUCER,БОШИКЪГАПИ,andi1255,anisalimov2010
6918,,блюдце,271,SAUCER,ЧИНИ́,ghod1238,gdosaidova2006
3656,,блюдце,271,SAUCER,ЛА'МБЕК,kara1474,kptmagomedovakhalidova2001
7865,,блюдце,271,SAUCER,не'бикIе,akhv1239,akvmagomedovaabdulayeva2007
92,,бог,1944,GOD,АЛЛАГЬИ,andi1255,anisalimov2010
5372,,бог,1944,GOD,ЦӀОБО,andi1255,anisalimov2010
1890,,бог,1944,GOD,БЕЧÉДИ,tind1238,tinmagomedova2003
718,,бог,1944,GOD,БЕТIÉРГЬАН,ghod1238,gdosaidova2006
1638,,бог,1944,GOD,БЕЧÉД,bagv1239,kvamagomedova2004
48,,бог,1944,GOD,АЛ¯А'ГЬ,kara1474,kptmagomedovakhalidova2001
208,,Бог,1944,GOD,А̄Л́АГЬ,bagv1239,kvamagomedova2004
750,,бог; творец,1944,GOD,БЕЧЕ'Д,kara1474,kptmagomedovakhalidova2001
713,,богатство,2996,WEALTH,БУРТӀАЛЪИР,andi1255,anisalimov2010
7949,,богатство,2996,WEALTH,МИЧĀ́ЛЪАР,tind1238,tinmagomedova2003
774,,богатство,2996,WEALTH,БЕЧÉЛЪИ,ghod1238,gdosaidova2006
1644,,богатство,2996,WEALTH,БЕЧÉЛГЬАР,bagv1239,kvamagomedova2004
7084,,богатство,2996,WEALTH,мача̄'лъе,akhv1239,akvmagomedovaabdulayeva2007
754,?,богатство; состояние; достояние,2996,WEALTH,БЕЧЕ'ЛЪЕР,kara1474,kptmagomedovakhalidova2001
3957,,богатый,712,RICH,ПУХЪИ,andi1255,anisalimov2010
7940,,богатый,712,RICH,МИЧĀ́/Б,tind1238,tinmagomedova2003
772,,богатый,712,RICH,БЕЧÉДА/(Б),ghod1238,gdosaidova2006
1639,,богатый,712,RICH,БЕЧÉДА/Б,bagv1239,kvamagomedova2004
7082,,богатый,712,RICH,мача̄'да/б/е,akhv1239,akvmagomedovaabdulayeva2007
751,,богатый; состоятельный,712,RICH,Б/ЕЧЕ'ДО/Б,kara1474,kptmagomedovakhalidova2001
188,?,богатырь; герой; ухарь; смельчак,2226,BRAVE PERSON,БАГЬАДУР,andi1255,anisalimov2010
5170,,болезнь,1986,DISEASE,ГIУ́ЗУРУ,tind1238,tinmagomedova2003
9063,,болезнь,1986,DISEASE,САХЪÁТИ,tind1238,tinmagomedova2003
2643,,болезнь,1986,DISEASE,ЖАБИ́Р,ghod1238,gdosaidova2006
3710,,болезнь,1986,DISEASE,ГЬÁЛАР,bagv1239,kvamagomedova2004
1119,,болезнь,1986,DISEASE,Б/ОКЬ|А'Р,kara1474,kptmagomedovakhalidova2001
3725,,болезнь,1986,DISEASE,джа'гъалъе,akhv1239,akvmagomedovaabdulayeva2007
4842,?,болезнь; боль; горе,56,BAD LUCK,УЗУРУ,andi1255,anisalimov2010
4251,,болезнь; хворь,1986,DISEASE,РУКЪУР,andi1255,anisalimov2010
2641,,болеть,1815,ACHE,ЖАБИ́,ghod1238,gdosaidova2006
3752,,болеть,1815,ACHE,ГЬÁЛИ/ЛА,bagv1239,kvamagomedova2004
1117,,болеть,1815,ACHE,БОКЬ|/А'ЛЪА,kara1474,kptmagomedovakhalidova2001
4036,,болеть,2561,HURT (SENSE PAIN),изу'/рулъIа,akhv1239,akvmagomedovaabdulayeva2007
12203,,болеть,2561,HURT (SENSE PAIN),чако̄'/нулъIа,akhv1239,akvmagomedovaabdulayeva2007
4250,,болеть; ныть; хворать,1815,ACHE,РУКЪУДУ,andi1255,anisalimov2010
3281,?,болотистое место; болото; трава,1145,SWAMP,ЛЪЛЪЕНЦӀЦӀУР,andi1255,anisalimov2010
9559,,болото,1145,SWAMP,ТИ́Ц̄У,tind1238,tinmagomedova2003
4288,,болото,1145,SWAMP,ЛЪЛЪИНЦЦ/У́,ghod1238,gdosaidova2006
9656,,болото,1145,SWAMP,ТӮС̄I,bagv1239,kvamagomedova2004
4981,,болото,1145,SWAMP,ТИЦ¯|У',kara1474,kptmagomedovakhalidova2001
6776,,болото,1145,SWAMP,лъIи'цĪи,akhv1239,akvmagomedovaabdulayeva2007
5674,,болото; болотистое место,1145,SWAMP,ХЬУЦ¯|Е,kara1474,kptmagomedovakhalidova2001
4459,,боль,1783,PAIN,ГЬВÁРА,tind1238,tinmagomedova2003
5442,,боль,1783,PAIN,ЖĀР,tind1238,tinmagomedova2003
3711,,боль,1783,PAIN,ГЬÁЛАР,bagv1239,kvamagomedova2004
3992,,боль,1783,PAIN,ГЬВÁРА²,bagv1239,kvamagomedova2004
1120,,боль,1783,PAIN,Б/ОКЬ|А'Р,kara1474,kptmagomedovakhalidova2001
1781,,боль,1783,PAIN,б/о'кьIе,akhv1239,akvmagomedovaabdulayeva2007
12982,,боль,1783,PAIN,чIи'не,akhv1239,akvmagomedovaabdulayeva2007
4249,,больной,1847,SICK,РУКЪУДОССИ,andi1255,anisalimov2010
11739,,больной,1847,SICK,ЧЕЧИ́С̅А,tind1238,tinmagomedova2003
2491,,больной,1847,SICK,ГIУ́ЗУРУЙАБ,ghod1238,gdosaidova2006
2661,,больной,1847,SICK,ЖАЙИБУ́,ghod1238,gdosaidova2006
3758,,больной,1847,SICK,ГЬАЛ̄́О/Б,bagv1239,kvamagomedova2004
4675,,больной,1847,SICK,ГÍУЗРУЙА/Б,bagv1239,kvamagomedova2004
1779,,больной,1847,SICK,б/о'кьIада/б/е,akhv1239,akvmagomedovaabdulayeva2007
3715,,больной,1847,SICK,джа'гъада/б/е,akhv1239,akvmagomedovaabdulayeva2007
1122,,больной; нездоровый,1847,SICK,БОКЬ|И'ДО/Б,kara1474,kptmagomedovakhalidova2001
12463,,больше,1992,MORE,ЭКÍУ/Б,bagv1239,kvamagomedova2004
6051,,больше,1992,MORE,Ц¯|ИК¯|О'Б¹,kara1474,kptmagomedovakhalidova2001
5807,,больше,1992,MORE,кье'кIуда,akhv1239,akvmagomedovaabdulayeva2007
4733,,большой,1202,BIG,ГЬИᴴКI’А/Б,tind1238,tinmagomedova2003
805,,большой,1202,BIG,Б/ЕЧIУ́ХА,ghod1238,gdosaidova2006
4271,,большой,1202,BIG,ГЬИᴴЧIÁ/Б/ГЬИЧIÁ/Б,bagv1239,kvamagomedova2004
4307,,большой,1202,BIG,иᴴкIа'/б/е,akhv1239,akvmagomedovaabdulayeva2007
2153,,большой палец,1781,THUMB,ИЛАЦӀЦӀЕКӀА,andi1255,anisalimov2010
2957,,большой палец,1781,THUMB,И́МАСЕТIИ/Л,ghod1238,gdosaidova2006
2710,,большой палец,1781,THUMB,Б́УЛУЛЪ:Б́УЛУЛЪ ГЬИᴴЦIИЛ,bagv1239,kvamagomedova2004
1906,,большой палец,1781,THUMB,бу'кьIилуᴴкIа,akhv1239,akvmagomedovaabdulayeva2007
1892,,большой;значительный по величине; силе,1202,BIG,ГЬЕРК|А'/М,kara1474,kptmagomedovakhalidova2001
3923,,болячка; фурункул; нарыв; мозоль; бородавка; чирей; волдырь,51,SORE,ПУЛ,andi1255,anisalimov2010
510,,бормотать,128,MUMBLE,БАБÁР/ӢЛЪ’А,tind1238,tinmagomedova2003
1264,,бормотать,128,MUMBLE,БУМБУСИ́,ghod1238,gdosaidova2006
7842,,бормотать,128,MUMBLE,НУН́УДИ/ЛА,bagv1239,kvamagomedova2004
3508,,борода,678,BEARD,МИГАТУ,andi1255,anisalimov2010
7821,,борода,678,BEARD,МИ́ЖАТУ,tind1238,tinmagomedova2003
4489,,борода,678,BEARD,МИГЯЖ/У́,ghod1238,gdosaidova2006
7783,,борода,678,BEARD,Н́ИЖАТ¹,bagv1239,kvamagomedova2004
7785,,борода,678,BEARD,М́ИЖВАТ,bagv1239,kvamagomedova2004
3952,,борода,678,BEARD,МИГА'Ж,kara1474,kptmagomedovakhalidova2001
7211,,борода,678,BEARD,ми'же̄лIу,akhv1239,akvmagomedovaabdulayeva2007
4231,,борозда,1794,FURROW,РОХЪИ,andi1255,anisalimov2010
9538,,борозда,1794,FURROW,ТЕХЪÉН,tind1238,tinmagomedova2003
5256,,борозда,1794,FURROW,РЕХЪИ́Н,ghod1238,gdosaidova2006
8576,,борозда,1794,FURROW,РЕХЪ́ИН,bagv1239,kvamagomedova2004
4526,,борозда,1794,FURROW,РЕ'ХЪИН,kara1474,kptmagomedovakhalidova2001
8394,,борозда,1794,FURROW,рахъе',akhv1239,akvmagomedovaabdulayeva2007
6165,,борона,2545,HARROW (TOOL),ХХАНХХÁЛ,ghod1238,gdosaidova2006
2518,,борона,2545,HARROW (TOOL),гъара,akhv1239,akvmagomedovaabdulayeva2007
890,,бороться,1423,FIGHT,ГУГАРУННУ,andi1255,anisalimov2010
6704,,бороться,1423,FIGHT,КЪЕРКЬḖЙ/ИЛЪ’А,tind1238,tinmagomedova2003
2180,,бороться,1423,FIGHT,ГЬИ́ЦIАЦIАЛIИ,ghod1238,gdosaidova2006
6318,,бороться,1423,FIGHT,КЪЕРКЬ̄́ЕДИ/ЛА,bagv1239,kvamagomedova2004
3135,,бороться,1423,FIGHT,КЪЕРКЬ/А¯'ЛЪА,kara1474,kptmagomedovakhalidova2001
1994,,бороться,1423,FIGHT,б/ухъу'/рулъIа,akhv1239,akvmagomedovaabdulayeva2007
8440,,ботинок,585,BOOT,ПАТИ́ᴴКА,tind1238,tinmagomedova2003
4925,,ботинок,585,BOOT,ПАТИ́НКЯ,ghod1238,gdosaidova2006
8091,,ботинок,585,BOOT,ПАТ́ИНКАБИ,bagv1239,kvamagomedova2004
5584,,бочка,2548,BARREL,ЧЕРМЕ,andi1255,anisalimov2010
11718,,бочка,2548,BARREL,ЧÈРМА,tind1238,tinmagomedova2003
1155,,бочка,2548,BARREL,БОЧКЯ́,ghod1238,gdosaidova2006
2368,,бочка,2548,BARREL,БÓЧКА,bagv1239,kvamagomedova2004
1831,,бочка,2548,BARREL,бо'чика,akhv1239,akvmagomedovaabdulayeva2007
1627,,боярышник,1168,HAWTHORN,БÉТАТИ,tind1238,tinmagomedova2003
7424,,боярышник,1168,HAWTHORN,МÉТЕТ,bagv1239,kvamagomedova2004
