ID,status,meaning_ru,idxs,glosses,lemma,glottocode,reference
7760,,машина,1111,CAR,МАШИ́НА,tind1238,tinmagomedova2003
4468,,машина,1111,CAR,МАШИ́НА,ghod1238,gdosaidova2006
7380,,машина,1111,CAR,МАШ́ИНА,bagv1239,kvamagomedova2004
3925,,машина,1111,CAR,МАШИ'НА,kara1474,kptmagomedovakhalidova2001
1352,,машина,1111,CAR,биби',akhv1239,akvmagomedovaabdulayeva2007
1640,,мед,942,HONEY,ГЬУНЦӀЦӀИ,andi1255,anisalimov2010
4923,,мед,942,HONEY,ГЬУ́ᴴЦ̄И,tind1238,tinmagomedova2003
2301,,мед,942,HONEY,ГЬУ́НЦЦИ,ghod1238,gdosaidova2006
2087,,мед,942,HONEY,ГЬУ'ᴴЦ¯|Е,kara1474,kptmagomedovakhalidova2001
10128,,мед,942,HONEY,уᴴ'цĪи,akhv1239,akvmagomedovaabdulayeva2007
4397,,мёд,942,HONEY,ГЬУᴴ̄С̄I,bagv1239,kvamagomedova2004
4323,,медведь,1820,BEAR,СЕЙ,andi1255,anisalimov2010
9135,,медведь,1820,BEAR,СӢᴴ,tind1238,tinmagomedova2003
5450,,медведь,1820,BEAR,СИᴴГЬИ́,ghod1238,gdosaidova2006
8860,,медведь,1820,BEAR,С̄ИН,bagv1239,kvamagomedova2004
4714,,медведь,1820,BEAR,СИᴴ,kara1474,kptmagomedovakhalidova2001
13427,,медведь,1820,BEAR,шиᴴ,akhv1239,akvmagomedovaabdulayeva2007
2183,?,медленно; медленный,701,SLOW,ИЛӀОГА,andi1255,anisalimov2010
4277,,медленный,701,SLOW,ГЬĀ́ЙЛАХОС̅А,tind1238,tinmagomedova2003
5509,,медленный,701,SLOW,СУРИСАБУ́,ghod1238,gdosaidova2006
1847,,медь,3192,BRONZE OR COPPER,ГЬЕ'ЗЕ,kara1474,kptmagomedovakhalidova2001
2833,,медь,3192,BRONZE OR COPPER,гьачIа',akhv1239,akvmagomedovaabdulayeva2007
4044,,межа,2546,BORDER,ГЬАВУ́-ТЕХЪЕН,tind1238,tinmagomedova2003
453,,межа,2546,BORDER,БÁГУЛА,bagv1239,kvamagomedova2004
4528,,межа,2546,BORDER,РЕ'ХЪИН,kara1474,kptmagomedovakhalidova2001
8396,,межа,2546,BORDER,рахъе',akhv1239,akvmagomedovaabdulayeva2007
700,,между,689,BETWEEN,БАКЬÁХЪА,tind1238,tinmagomedova2003
358,,между,689,BETWEEN,Б/ÁКЬУ,ghod1238,gdosaidova2006
636,,между,689,BETWEEN,Б/ÁКЬĀР,bagv1239,kvamagomedova2004
2832,,между,689,BETWEEN,КЕ'Л|И,kara1474,kptmagomedovakhalidova2001
2856,?,мелкий,193,SHALLOW,КЬАЧУ,andi1255,anisalimov2010
6400,,мелкий,193,SHALLOW,К̅’АНУ́Б,tind1238,tinmagomedova2003
4014,,мелкий,193,SHALLOW,КIЯНЦЦИ́,ghod1238,gdosaidova2006
6863,,мелкий,193,SHALLOW,КIВАТIÁ/Б,bagv1239,kvamagomedova2004
3612,,мелкий,193,SHALLOW,К¯|ВА/М,kara1474,kptmagomedovakhalidova2001
6365,,мелкий,193,SHALLOW,кĪа'нада/б/е,akhv1239,akvmagomedovaabdulayeva2007
2299,,мельница,636,MILL,ИХОБ,andi1255,anisalimov2010
10150,,мельница,636,MILL,ХВÀБУ,tind1238,tinmagomedova2003
6057,,мельница,636,MILL,ХВАБ/У́,ghod1238,gdosaidova2006
3979,,мельница,636,MILL,ГЬВАБ,bagv1239,kvamagomedova2004
5233,,мельница,636,MILL,ХАБУ',kara1474,kptmagomedovakhalidova2001
10196,,мельница,636,MILL,хва'ба,akhv1239,akvmagomedovaabdulayeva2007
2332,,меня,2301,ME,ДИ/Б,kara1474,kptmagomedovakhalidova2001
1597,,менять,1264,CHANGE,Б/ÈРУГЬ/ИᴴЛЪ’А,tind1238,tinmagomedova2003
700,,менять,1264,CHANGE,Б/ЕРШИ́,ghod1238,gdosaidova2006
1593,,менять,1264,CHANGE,Б/ÉХЬВА/ЙЛА,bagv1239,kvamagomedova2004
493,,менять,1264,CHANGE,б/агьа'ро̄/рулъIа,akhv1239,akvmagomedovaabdulayeva2007
5306,,менять; изменять,1264,CHANGE,ХИСА¯'/ЛЪА,kara1474,kptmagomedovakhalidova2001
376,?,менять; торговать,2509,EXCHANGE,БЕРШИДУ,andi1255,anisalimov2010
10259,,меняться,2857,CHANGE (BECOME DIFFERENT),ХИ́СИЙ/ИЛЪ’А,tind1238,tinmagomedova2003
6104,,меняться,2857,CHANGE (BECOME DIFFERENT),ХИСИ́ᴴ,ghod1238,gdosaidova2006
10179,,меняться,2857,CHANGE (BECOME DIFFERENT),Х́ИСИДИ/ЛА,bagv1239,kvamagomedova2004
5304,,меняться,2857,CHANGE (BECOME DIFFERENT),ХИС/А'ЛЪА,kara1474,kptmagomedovakhalidova2001
489,,меняться,2857,CHANGE (BECOME DIFFERENT),багьалъу'/рулъIа,akhv1239,akvmagomedovaabdulayeva2007
873,,мерить,1506,MEASURE,Б/ÀС/АСИᴴЛЪ’А²,tind1238,tinmagomedova2003
893,,мерить,1506,MEASURE,Б/ÀС/ИᴴЛЪ’А²,tind1238,tinmagomedova2003
450,,мерить,1506,MEASURE,Б/АСИ́ᴴ,ghod1238,gdosaidova2006
800,,мерить,1506,MEASURE,Б/АСÁСИ/НА²,bagv1239,kvamagomedova2004
806,,мерить,1506,MEASURE,Б/ÁСИ/НА²,bagv1239,kvamagomedova2004
7106,,мерить,1506,MEASURE,мачу'/нулъIа,akhv1239,akvmagomedovaabdulayeva2007
350,,мерить; обмерять,1506,MEASURE,Б/А'С/АᴴЛЪА²,kara1474,kptmagomedovakhalidova2001
562,,мертвый,1625,DEAD,БИЧӀОБ,andi1255,anisalimov2010
1076,,мертвый,1625,DEAD,Б/ИЧIАБУ́,ghod1238,gdosaidova2006
2154,,мертвый,1625,DEAD,Б/ИЧIÁ/Б,bagv1239,kvamagomedova2004
1017,,мертвый,1625,DEAD,Б/ИЧ|А'/Б,kara1474,kptmagomedovakhalidova2001
1456,,мертвый,1625,DEAD,б/и'кьIада/б/е,akhv1239,akvmagomedovaabdulayeva2007
1459,,мертвый,2101,BE DEAD OR DIE,б/икьIа̄/б/е,akhv1239,akvmagomedovaabdulayeva2007
1356,,месить,274,KNEAD,Б/ÉГЪИГЬ/ИЛЪ’А,tind1238,tinmagomedova2003
3514,,месить,274,KNEAD,ККВАРДИ́,ghod1238,gdosaidova2006
1233,,месить,274,KNEAD,Б/ÉГЪА/ЙЛА,bagv1239,kvamagomedova2004
1226,,месить,274,KNEAD,Б/УЦ/А¯'ЛЪА,kara1474,kptmagomedovakhalidova2001
833,,месить,274,KNEAD,б/ацо̄'/рулъIа,akhv1239,akvmagomedovaabdulayeva2007
3239,,мести,230,SWEEP,ЛЪАРУ,andi1255,anisalimov2010
7584,,мести,230,SWEEP,ЛIḔЛЪ’А,tind1238,tinmagomedova2003
7126,,мести,230,SWEEP,Л̄ЪÁЙЛА,bagv1239,kvamagomedova2004
6574,,мести,230,SWEEP,лъару'/рулъIа,akhv1239,akvmagomedovaabdulayeva2007
3713,,мести; подметать,230,SWEEP,ЛЪА'Р/АЛЪА,kara1474,kptmagomedovakhalidova2001
3055,,местность,2980,AREA,гье̄'ша,akhv1239,akvmagomedovaabdulayeva2007
3557,,место,723,PLACE (POSITION),МИСА,andi1255,anisalimov2010
7683,,место,723,PLACE (POSITION),МÀКIВА,tind1238,tinmagomedova2003
4639,,место,723,PLACE (POSITION),МУ́С/А,ghod1238,gdosaidova2006
7291,,место,723,PLACE (POSITION),МÁКIВА,bagv1239,kvamagomedova2004
7549,,место,723,PLACE (POSITION),ми'ша,akhv1239,akvmagomedovaabdulayeva2007
3861,,место; местность,723,PLACE (POSITION),МАК|ВА',kara1474,kptmagomedovakhalidova2001
3909,,месяц,1370,MONTH,ПОРЦӀЦӀИ,andi1255,anisalimov2010
2752,,месяц,1370,MONTH,БÒЦ̄У,tind1238,tinmagomedova2003
5056,,месяц,1370,MONTH,ПУРЦЦУ́,ghod1238,gdosaidova2006
1830,,месяц (календарный),1370,MONTH,боцĪо',akhv1239,akvmagomedovaabdulayeva2007
3359,,метла,245,BROOM,ЛӀАРЛӀАЛ,andi1255,anisalimov2010
10728,,метла,245,BROOM,ХЪВÁᴴТIА,tind1238,tinmagomedova2003
10621,,метла,245,BROOM,ХЪВÁНТI/А,bagv1239,kvamagomedova2004
5499,,метла,245,BROOM,ХЪА'РТ|/А,kara1474,kptmagomedovakhalidova2001
10791,,метла,245,BROOM,хъа'чIо,akhv1239,akvmagomedovaabdulayeva2007
3952,,мех,580,FUR,ПУРХУЛ,andi1255,anisalimov2010
11337,,мех,580,FUR,Ц̄ÓК̅А,tind1238,tinmagomedova2003
4955,,мех,580,FUR,ПЕРÉЛА,ghod1238,gdosaidova2006
9317,,мех,580,FUR,̄С̄IОК,bagv1239,kvamagomedova2004
5280,,мех,580,FUR,къе'хьи,akhv1239,akvmagomedovaabdulayeva2007
5575,,меч,1535,SWORD,къIве̄'чIа,akhv1239,akvmagomedovaabdulayeva2007
5031,,меч; сабля; палаш,1535,SWORD,ХХЕЛЧАМУ,andi1255,anisalimov2010
10254,,мечтать,1920,DREAM (SOMETHING),хийа'гурулъIа,akhv1239,akvmagomedovaabdulayeva2007
1355,,мешать,696,STIR,Б/ÉГЪИГЬ/ИЛЪ’А,tind1238,tinmagomedova2003
579,,мешать,696,STIR,Б/ÉГЪАЛИ,ghod1238,gdosaidova2006
9327,,мешать,696,STIR,тато̄'/рулъIа,akhv1239,akvmagomedovaabdulayeva2007
1362,,мешать; помешивать что-л.; ворошить (сыпучее),3201,HINDER OR PREVENT,ГЕ'РА¯/ЛЪА,kara1474,kptmagomedovakhalidova2001
1375,,мешать; помешивать; ворошить,2017,MIX,ГЕ'РЕГЕРА¯/ЛЪА,kara1474,kptmagomedovakhalidova2001
10247,,мешок,2951,POUCH,ХИМÁР,tind1238,tinmagomedova2003
12641,,мешок,2990,SACK,Э́ХАН,tind1238,tinmagomedova2003
3685,,мешок,2951,POUCH,КЪЕЛЪÉН,ghod1238,gdosaidova2006
6032,,мешок,2990,SACK,ХАРÁЛ,ghod1238,gdosaidova2006
4092,,мешок,2951,POUCH,ГЬЕМÉР,bagv1239,kvamagomedova2004
6293,,мешок,2990,SACK,КЪÉГЬЕН,bagv1239,kvamagomedova2004
3119,,мешок,2951,POUCH,КЪЕЛЪИ'Н,kara1474,kptmagomedovakhalidova2001
4549,,мешок,2990,SACK,РИ'ГЬЕР,kara1474,kptmagomedovakhalidova2001
4612,,мешок,2951,POUCH,каᴴс̄а',akhv1239,akvmagomedovaabdulayeva2007
5607,,мешок,2990,SACK,къIеᴴ'лъIе,akhv1239,akvmagomedovaabdulayeva2007
4591,,мешок; ноша; поклажа,2990,SACK,ТИБАР,andi1255,anisalimov2010
9454,,мешочек; сумка,2468,BAG,ТÁРПА,tind1238,tinmagomedova2003
3073,,мигать; моргать; хлопать (глазами),3110,CLAP,КЪВАБАКЪВАБА¯'/ЛЪА,kara1474,kptmagomedovakhalidova2001
5460,,милость; милосердие; жалость; поблажка; пощада,1141,PITY,ЦӀЦӀОБ,andi1255,anisalimov2010
4986,,милый,2470,DEAR,ГIАЗИ́ЗА/Б,tind1238,tinmagomedova2003
5352,,мир,1338,PEACE,ДУНḖЛ,tind1238,tinmagomedova2003
321,,мир,1338,PEACE,БÁКЪАЛИР,ghod1238,gdosaidova2006
2626,,мир,965,WORLD,ДУНÉЛ,ghod1238,gdosaidova2006
4876,,мир,1338,PEACE,ДУН̄́ЕЛ,bagv1239,kvamagomedova2004
8325,,мир,965,WORLD,РÁКЪАН¹,bagv1239,kvamagomedova2004
3696,,мир,1338,PEACE,дуна',akhv1239,akvmagomedovaabdulayeva2007
7416,,мир,965,WORLD,ми'тIира,akhv1239,akvmagomedovaabdulayeva2007
8214,,мир,965,WORLD,ракъа̄'с̄е,akhv1239,akvmagomedovaabdulayeva2007
8584,,мир; перемирие,965,WORLD,РÀКЪАР¹,tind1238,tinmagomedova2003
4151,,мир; перемирие; согласие,965,WORLD,РОКЪИР,andi1255,anisalimov2010
3484,,мир; примирение,1338,PEACE,МАШАР,andi1255,anisalimov2010
8634,,мир; примирение,965,WORLD,РÀКЪИКЪАР¹,tind1238,tinmagomedova2003
2350,,мир; свет; вселенная,1338,PEACE,ДУНЙА'Л,kara1474,kptmagomedovakhalidova2001
484,,много,1198,MANY,БИГЬУ,andi1255,anisalimov2010
5140,,много,1198,MANY,ГIÉЗ̅ĀН,tind1238,tinmagomedova2003
65,,много,1198,MANY,АЗА-АЗАРУ́ДА,ghod1238,gdosaidova2006
1543,,много,1198,MANY,БЕТIÉРГЬАНА/Б,bagv1239,kvamagomedova2004
2223,,много,1198,MANY,Г|Е'РЗАГ|АН,kara1474,kptmagomedovakhalidova2001
1701,,много,1198,MANY,б/о'гъо̄гъо,akhv1239,akvmagomedovaabdulayeva2007
4528,,много; несколько; полно,1241,SOME,ТАМАН,andi1255,anisalimov2010
6126,,много; сколько,531,HOW MUCH,ЧА'МИЛ,kara1474,kptmagomedovakhalidova2001
823,,многокр. останавливаться; прекращать,1928,CEASE,Б/ИГЪАГЪА¯'/ЛЪА,kara1474,kptmagomedovakhalidova2001
177,,множество (людей),2023,CROWD,АСКÁР,ghod1238,gdosaidova2006
5971,,могила,1773,GRAVE,ШУБ,andi1255,anisalimov2010
4785,,могила,1773,GRAVE,ГЬÒБА,tind1238,tinmagomedova2003
7193,,могила,1773,GRAVE,ШУБ/У́,ghod1238,gdosaidova2006
4292,,могила,1773,GRAVE,ГЬОБ,bagv1239,kvamagomedova2004
5651,,могила,1773,GRAVE,ХЬОБО',kara1474,kptmagomedovakhalidova2001
13436,,могила,1773,GRAVE,шобе',akhv1239,akvmagomedovaabdulayeva2007
349,,могучий,3188,MIGHTY OR POWERFUL OR STRONG,БЕЛӀИБ,andi1255,anisalimov2010
4192,,мозг,1583,BRAIN,ГЬÁНИ¹,tind1238,tinmagomedova2003
1915,,мозг,1583,BRAIN,ГЬÁНИ,ghod1238,gdosaidova2006
3773,,мозг,1583,BRAIN,ГЬАН¹,bagv1239,kvamagomedova2004
1703,,мозг,1583,BRAIN,ГЬА'НЕ²,kara1474,kptmagomedovakhalidova2001
2877,,мозг,1583,BRAIN,гьаᴴде',akhv1239,akvmagomedovaabdulayeva2007
1556,?,мозг; ядро ореха; костный мозг,1583,BRAIN,ГЬОНУ,andi1255,anisalimov2010
5608,,мокрота;плевок,1440,SPIT,ХЪУ'ᴴЧ|УРА,kara1474,kptmagomedovakhalidova2001
530,,мокрый,1726,WET,БИТОМ,andi1255,anisalimov2010
2645,,мокрый,1726,WET,Б/ИЧ̅У́/Б,tind1238,tinmagomedova2003
1068,,мокрый,1726,WET,Б/ИЧЧИ́,ghod1238,gdosaidova2006
6260,,мокрый,1726,WET,Ч|А'К|ЕЛДО/Б,kara1474,kptmagomedovakhalidova2001
1616,,мокрый,1726,WET,б/и'ц̄ада/б/е,akhv1239,akvmagomedovaabdulayeva2007
11054,,молить,24,PRAY,ХIÉЛ̄ИДИ/ЛА,bagv1239,kvamagomedova2004
11129,,молить,24,PRAY,хъIо̄'/рулъIа,akhv1239,akvmagomedovaabdulayeva2007
5113,,молния,1654,LIGHTNING,ГIÁШТИ,tind1238,tinmagomedova2003
4983,,молния,1654,LIGHTNING,ПИРИ́,ghod1238,gdosaidova2006
8038,,молния,1654,LIGHTNING,ПАРДÁКЬ,bagv1239,kvamagomedova2004
4326,,молния,1654,LIGHTNING,ПИРЕ',kara1474,kptmagomedovakhalidova2001
8125,,молния,1654,LIGHTNING,пи'ри,akhv1239,akvmagomedovaabdulayeva2007
4487,,молния; головня; факел,1654,LIGHTNING,СУННИР,andi1255,anisalimov2010
467,,молодой,1207,YOUNG,АᴴТÁЛIА,tind1238,tinmagomedova2003
2484,,молодой,1207,YOUNG,ГIОЛÓХЪАНА/Б,ghod1238,gdosaidova2006
1068,,молодой,1207,YOUNG,БАХIÁРА/Б,bagv1239,kvamagomedova2004
2239,,молодой,1207,YOUNG,Г|ОЛОХЪАНО'/Б,kara1474,kptmagomedovakhalidova2001
3484,,молодой,1207,YOUNG,гIоло'хъада/б/е,akhv1239,akvmagomedovaabdulayeva2007
3769,,молодой; парень,1207,YOUNG,ОЛОХЪАН,andi1255,anisalimov2010
6032,,молоко,635,MILK,ЩИВ,andi1255,anisalimov2010
266,,молоко,635,MILK,ÁТА,tind1238,tinmagomedova2003
12440,,молоко,635,MILK,ЩӮ,tind1238,tinmagomedova2003
7265,,молоко,635,MILK,ЩИᴴВУ́,ghod1238,gdosaidova2006
307,,молоко,635,MILK,ÁТА,bagv1239,kvamagomedova2004
12228,,молоко,635,MILK,Щ̄И,bagv1239,kvamagomedova2004
72,,молоко,635,MILK,А'РТА,kara1474,kptmagomedovakhalidova2001
6533,,молоко,635,MILK,ЩИВ,kara1474,kptmagomedovakhalidova2001
9054,,молоко,635,MILK,с̄о,akhv1239,akvmagomedovaabdulayeva2007
1509,,молотить (хлеб),285,THRESH,БÉЛ̅/ИᴴЛЪ’А,tind1238,tinmagomedova2003
2531,,молоток,1481,HAMMER,КУРТӀА,andi1255,anisalimov2010
6247,,молоток,1481,HAMMER,КÓТIА,tind1238,tinmagomedova2003
3311,,молоток,1481,HAMMER,КВАРТI/Á,ghod1238,gdosaidova2006
5962,,молоток,1481,HAMMER,КÓРТIА¹,bagv1239,kvamagomedova2004
2917,,молоток,1481,HAMMER,КОРТ|А',kara1474,kptmagomedovakhalidova2001
4876,,молоток,1481,HAMMER,котIа',akhv1239,akvmagomedovaabdulayeva2007
2304,,молоть,1033,GRIND,ИХОХЪИДУ,andi1255,anisalimov2010
10439,,молоть,1033,GRIND,X̅ВĀ̀ᴴЙЛЪ’А²,tind1238,tinmagomedova2003
1755,,молоть,1033,GRIND,ГЪУРДИ́,ghod1238,gdosaidova2006
357,,молоть,1033,GRIND,ÁХЪИ/ЛА,bagv1239,kvamagomedova2004
5573,,молоть,1033,GRIND,ХЪОР/А'ЛЪА,kara1474,kptmagomedovakhalidova2001
279,,молоть,1033,GRIND,ахъу'/рулъIа,akhv1239,akvmagomedovaabdulayeva2007
161,,монета,1867,COIN,ÁРСИ,ghod1238,gdosaidova2006
313,,монета,1867,COIN,а'чи,akhv1239,akvmagomedovaabdulayeva2007
6416,,моргнуть,1655,BLINK,КЪАБ/Ā́ЙЛЪ’А,tind1238,tinmagomedova2003
4051,,море,1474,SEA,РЕЛЪО,andi1255,anisalimov2010
4582,,море,1474,SEA,ТЕНГИЗИ,andi1255,anisalimov2010
8819,,море,1474,SEA,РÉЛЪ’А²,tind1238,tinmagomedova2003
5230,,море,1474,SEA,РЕЛЪÁ,ghod1238,gdosaidova2006
8541,,море,1474,SEA,РÉЛГЬА²,bagv1239,kvamagomedova2004
4496,,море,1474,SEA,РЕ'ЛЪА²,kara1474,kptmagomedovakhalidova2001
8341,,море,1474,SEA,ралъа',akhv1239,akvmagomedovaabdulayeva2007
3451,,морковь,3085,CARROT,МАМАДУР,andi1255,anisalimov2010
4473,,морковь,3085,CARROT,ГЬЕКЬÁБ,tind1238,tinmagomedova2003
6192,,морковь,3085,CARROT,ХХÉРКЬИ,ghod1238,gdosaidova2006
4046,,морковь,3085,CARROT,ГЬЕКЬÉМ,bagv1239,kvamagomedova2004
3654,,морковь,3085,CARROT,ЛАМАТ|У'Р,kara1474,kptmagomedovakhalidova2001
13781,,морковь,3085,CARROT,э'кье,akhv1239,akvmagomedovaabdulayeva2007
2900,,мост,1011,BRIDGE,КЬИРУ,andi1255,anisalimov2010
7004,,мост,1011,BRIDGE,КЬÉРУ,tind1238,tinmagomedova2003
3869,,мост,1011,BRIDGE,КЬИР/У́,ghod1238,gdosaidova2006
6677,,мост,1011,BRIDGE,КЬЕР³,bagv1239,kvamagomedova2004
3321,,мост,1011,BRIDGE,КЬЕ'Р/У,kara1474,kptmagomedovakhalidova2001
5855,,мост,1011,BRIDGE,кьира',akhv1239,akvmagomedovaabdulayeva2007
4436,,мотоцикл,638,MOTORCYCLE,МАТАЦИ́КИ,ghod1238,gdosaidova2006
7334,,мотоцикл,638,MOTORCYCLE,МАТАЦ́ИК,bagv1239,kvamagomedova2004
3575,,мотыга,284,HOE,ГÁЧIА,tind1238,tinmagomedova2003
1581,,мотыга,284,HOE,ГЯЗ/Á,ghod1238,gdosaidova2006
7440,,мотыга,284,HOE,ми'х̄илIи,akhv1239,akvmagomedovaabdulayeva2007
5293,,мотыга; полольник; тяпка; цапка,284,HOE,ЦЕЛ,andi1255,anisalimov2010
398,,мотыга; цапка,284,HOE,БАХЪУ'ᴴДОБО,kara1474,kptmagomedovakhalidova2001
1449,,мочиться,592,PISS,ГЬИНКӀКӀУШДУ,andi1255,anisalimov2010
2108,,мочиться,592,PISS,ГЬИКIУЩИ́,ghod1238,gdosaidova2006
4063,,мочиться,592,PISS,ГЬЕКIУX̄̄́Е/ЛА,bagv1239,kvamagomedova2004
2395,,мочиться,592,PISS,ЖУ'Ж/А¯ЛЪА,kara1474,kptmagomedovakhalidova2001
12224,,мочиться,592,PISS,чакĪу'/рулъIа,akhv1239,akvmagomedovaabdulayeva2007
306,,мочь,972,BE ABLE,БЕГЪЕЛЛУ,andi1255,anisalimov2010
620,,мочь,2527,ABILITY,БАЖÁРӢЛЪ’А,tind1238,tinmagomedova2003
10992,,мочь,972,BE ABLE,ХIÁЛКIВĒ/ЛЪ’А,tind1238,tinmagomedova2003
263,,мочь,2527,ABILITY,БАЖÁРИДИ,ghod1238,gdosaidova2006
3182,,мочь,972,BE ABLE,ИХУ́ᴴ,ghod1238,gdosaidova2006
10952,,мочь,2527,ABILITY,ХIÁЛКIВĒДИ/ЛА,bagv1239,kvamagomedova2004
12421,,мочь,972,BE ABLE,́ЭГЬУ/НА,bagv1239,kvamagomedova2004
538,,мочь,2527,ABILITY,б/ажа'рило̄/рулъа,akhv1239,akvmagomedovaabdulayeva2007
1820,,мочь,972,BE ABLE,б/олIу'/рулъIа,akhv1239,akvmagomedovaabdulayeva2007
189,,мочь; справляться,2527,ABILITY,Б/АЖА'РА¯/ЛЪА,kara1474,kptmagomedovakhalidova2001
1157,,мочь; умер,972,BE ABLE,ГЬАЛКӀУННУ,andi1255,anisalimov2010
288,,мочь; уметь,972,BE ABLE,БАЛЪ/АЛЪА³,kara1474,kptmagomedovakhalidova2001
1462,,мощный; сильный,3188,MIGHTY OR POWERFUL OR STRONG,ГУЧА'/Б,kara1474,kptmagomedovakhalidova2001
5020,,мудрый,698,WISE,ГIАКЪИ́ЛА/Б,tind1238,tinmagomedova2003
2382,,мудрый,698,WISE,ГIАКЪИ́ЛА/Б,ghod1238,gdosaidova2006
4492,,мудрый,698,WISE,ГIАКЪ́ИЛА/Б,bagv1239,kvamagomedova2004
2130,,мудрый,698,WISE,Г|АКЪИ'ЛО/Б,kara1474,kptmagomedovakhalidova2001
67,,мудрый,698,WISE,а'къилолIи,akhv1239,akvmagomedovaabdulayeva2007
2520,,муж,1200,HUSBAND,КУНТӀА,andi1255,anisalimov2010
3401,,муж,1200,HUSBAND,КУ́НТI/А,ghod1238,gdosaidova2006
4057,,муж,1200,HUSBAND,ГЬÉКIВА,bagv1239,kvamagomedova2004
2935,,муж,1200,HUSBAND,КУ'ᴴТ|А,kara1474,kptmagomedovakhalidova2001
7390,,муж,1200,HUSBAND,ми'наре̄кIва,akhv1239,akvmagomedovaabdulayeva2007
8312,,муж; супруг,1200,HUSBAND,ОНГЬÉКIВА,tind1238,tinmagomedova2003
6172,,мужской,2263,MALE (OF ANIMAL),КВИᴴТIАЛУ́/Б,tind1238,tinmagomedova2003
2939,,мужской,2263,MALE (OF ANIMAL),КУᴴТ|АЛОБ,kara1474,kptmagomedovakhalidova2001
1134,,мужской,2263,MALE (OF ANIMAL),бе'лъ̄оло/б/е,akhv1239,akvmagomedovaabdulayeva2007
2521,,мужчина,2106,MALE PERSON,КУНТӀАКӀА,andi1255,anisalimov2010
4476,,мужчина,2106,MALE PERSON,ГЬÉКIВА,tind1238,tinmagomedova2003
2020,,мужчина,2106,MALE PERSON,ГЬÉКIВА,ghod1238,gdosaidova2006
2105,,мужчина,2106,MALE PERSON,Г|АДА'ᴴВ,kara1474,kptmagomedovakhalidova2001
2941,,мужчина,1554,MAN,КУᴴТ|И'К|ЙА,kara1474,kptmagomedovakhalidova2001
13795,,мужчина,2106,MALE PERSON,э'кIва,akhv1239,akvmagomedovaabdulayeva2007
3169,,мука,1594,FLOUR,ЛЕНЩУР,andi1255,anisalimov2010
3456,,мука,1594,FLOUR,БУЩÁР,tind1238,tinmagomedova2003
1967,,мука,1594,FLOUR,ГЬАТIИ́,ghod1238,gdosaidova2006
3843,,мука,1594,FLOUR,ГЬАТI,bagv1239,kvamagomedova2004
5574,,мука,1594,FLOUR,ХЪОРО'Б,kara1474,kptmagomedovakhalidova2001
222,,мука,1594,FLOUR,атIа'лIи,akhv1239,akvmagomedovaabdulayeva2007
3995,,мул,890,MULE,ГЪОРЦIИ́Н,tind1238,tinmagomedova2003
2488,,мул,890,MULE,ГIОРЦIИ́Н,ghod1238,gdosaidova2006
3546,,мул,890,MULE,ГЪÓРЦIОМ,bagv1239,kvamagomedova2004
3236,,муравей,587,ANT,ЛЪАНЦӀЦӀИ,andi1255,anisalimov2010
5512,,муравей,587,ANT,ЖУ́ᴴЖУ,tind1238,tinmagomedova2003
4188,,муравей,587,ANT,ЛЪАБЦЦ/Á,ghod1238,gdosaidova2006
5122,,муравей,587,ANT,ЖУᴴЖ,bagv1239,kvamagomedova2004
3722,,муравей,587,ANT,ЛЪАРЦ¯|Е',kara1474,kptmagomedovakhalidova2001
6377,,муравей,587,ANT,кĪа'ра,akhv1239,akvmagomedovaabdulayeva2007
6046,,муравей; мелкое насекомое,587,ANT,ЩИРЩИЛ,andi1255,anisalimov2010
2691,,мутный поток; поводок,0,<NA>,КЪАДО,andi1255,anisalimov2010
4739,,муха,1504,FLY (INSECT),ТӀЕНТӀА,andi1255,anisalimov2010
9928,,муха,1504,FLY (INSECT),ТIУ́ᴴТIУ,tind1238,tinmagomedova2003
5933,,муха,1504,FLY (INSECT),ТIУНТI/У́,ghod1238,gdosaidova2006
9980,,муха,1504,FLY (INSECT),ТIУᴴТI,bagv1239,kvamagomedova2004
5161,,муха,1504,FLY (INSECT),Т|УᴴТ|У',kara1474,kptmagomedovakhalidova2001
9829,,муха,1504,FLY (INSECT),тIи'тIи,akhv1239,akvmagomedovaabdulayeva2007
12632,,мчаться,2863,DASH (OF VEHICLE),Э̀ТВ/ИЛЪ’А,tind1238,tinmagomedova2003
5744,,мы,1212,WE,И́ЛIА,tind1238,tinmagomedova2003
5837,,мы,1212,WE,И́ЩА,tind1238,tinmagomedova2003
2935,,мы,1212,WE,ИЛIÉ,ghod1238,gdosaidova2006
3198,,мы,1212,WE,ИЩÉ,ghod1238,gdosaidova2006
5370,,мы,1212,WE,́ИЛЪИ(–/б/),bagv1239,kvamagomedova2004
5492,,мы,1212,WE,́ИЩИ,bagv1239,kvamagomedova2004
2538,,мы,1212,WE,ИЛ|И',kara1474,kptmagomedovakhalidova2001
2600,,мы,1212,WE,И'ЩИ,kara1474,kptmagomedovakhalidova2001
4099,,мы,1212,WE,и'лIи,akhv1239,akvmagomedovaabdulayeva2007
4141,,мы (без вас / тебя),1130,WE (EXCLUSIVE),и'с̄и,akhv1239,akvmagomedovaabdulayeva2007
4382,,мыло,788,SOAP,ССАПИН,andi1255,anisalimov2010
9224,,мыло,788,SOAP,С̅АПИ́Н,tind1238,tinmagomedova2003
5545,,мыло,788,SOAP,ССАПУ́Н,ghod1238,gdosaidova2006
